Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
americano,hembra,739.46,30,20,negro,sano,39,Ser. No.: 0372EK3-Z - Date: 2024-05-08 10:46:09.381 - Status: OK,3,2024-05-08T15:46:09Z,FALSE,1.6010166684786478
peruano,macho,NA,29,19,blanco,NA,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 10:46:52.324 - Status: OK,1,2024-05-08T15:46:52Z,FALSE,6.779533330599467
peruano,hembra,877.76,25,NA,negro,NA,43,Ser. No.: 4653OK2-X - Date: 2024-05-08 10:49:21.273 - Status: OK,2,2024-05-08T15:49:21Z,FALSE,7.354550000031789
peruano,macho,NA,27,19,blanco,NA,46,Ser. No.: 4653OK2-X - Date: 2024-05-08 10:49:32.082 - Status: OK,2,2024-05-08T15:49:32Z,FALSE,0.18015000025431316
abisinio,macho,636.55,21,NA,marrón oscuro,NA,20,Ser. No.: 6543BF2-X - Date: 2024-05-08 10:49:54.537 - Status: OK,1,2024-05-08T15:49:54Z,FALSE,3.0368833343187966
andino,hembra,621.94,NA,18,blanco,sano,11,Ser. No.: 0372EK3-Z - Date: 2024-05-08 10:50:07.817 - Status: OK,3,2024-05-08T15:50:07Z,FALSE,3.9739333311716716
peruano,macho,953.22,NA,20,pintado,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 10:50:18.719 - Status: OK,1,2024-05-08T15:50:18Z,FALSE,0.4030333360036214
andino,hembra,685.03,23,16,marrón,gordo,50,Ser. No.: 4653OK2-X - Date: 2024-05-08 10:51:00.698 - Status: OK,2,2024-05-08T15:51:00Z,FALSE,1.4769333322842917
andino,macho,797.23,NA,18,rojizo,sano,33,Ser. No.: 0372EK3-Z - Date: 2024-05-08 10:51:45.907 - Status: OK,3,2024-05-08T15:51:45Z,FALSE,1.6348333358764648
andino,macho,621.43,26,19,rojizo,sano,39,Ser. No.: 0372EK3-Z - Date: 2024-05-08 10:52:27.749 - Status: OK,3,2024-05-08T15:52:27Z,FALSE,0.6973666667938232
andino,macho,828.86,NA,NA,negro,NA,25,Ser. No.: 4653OK2-X - Date: 2024-05-08 10:52:45.277 - Status: OK,2,2024-05-08T15:52:45Z,FALSE,1.742983333269755
peruano,hembra,717.9,NA,NA,marrón,NA,48,Ser. No.: 4653OK2-X - Date: 2024-05-08 10:55:00.987 - Status: OK,2,2024-05-08T15:55:00Z,FALSE,2.261833333969116
andino,hembra,719.79,NA,NA,negro,NA,60,Ser. No.: 0372EK3-Z - Date: 2024-05-08 10:55:22.391 - Status: OK,3,2024-05-08T15:55:22Z,FALSE,2.910699999332428
híbrido,hembra,1594.53,30,20,tricolor,obeso,26,Ser. No.: 0372EK3-Z - Date: 2024-05-08 10:56:13.863 - Status: OK,3,2024-05-08T15:56:13Z,FALSE,0.8578666647275289
híbrido,macho,516.19,25,18,pintado,sano,40,Ser. No.: 4653OK2-X - Date: 2024-05-08 10:56:58.799 - Status: OK,2,2024-05-08T15:56:58Z,FALSE,1.963533333937327
abisinio,macho,649.32,NA,17,marrón oscuro,sano,44,Ser. No.: 6543BF2-X - Date: 2024-05-08 10:58:43.676 - Status: OK,1,2024-05-08T15:58:43Z,FALSE,8.415950000286102
peruano,hembra,517.06,25,NA,blanco,NA,26,Ser. No.: 6543BF2-X - Date: 2024-05-08 10:59:11.091 - Status: OK,1,2024-05-08T15:59:11Z,FALSE,0.45691666603088377
rex,hembra,643.5,NA,NA,negro,NA,44,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:00:26.414 - Status: OK,2,2024-05-08T16:00:26Z,FALSE,3.4602500001589456
peruano,macho,927.47,24,20,negro,sano,32,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:01:08.209 - Status: OK,3,2024-05-08T16:01:08Z,FALSE,4.905766669909159
peruano,macho,813.23,20,20,pintado,sano,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:01:55.59 - Status: OK,1,2024-05-08T16:01:55Z,FALSE,2.7416499972343447
peruano,hembra,757.85,26,17,pintado,gordo,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:02:16.925 - Status: OK,1,2024-05-08T16:02:16Z,FALSE,0.35558333396911623
peruano,macho,NA,26,20,marrón,NA,37,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:03:38.524 - Status: OK,3,2024-05-08T16:03:38Z,FALSE,2.5052499969800315
andino,macho,788,21,NA,negro,NA,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:04:36.675 - Status: OK,1,2024-05-08T16:04:36Z,FALSE,2.3291666666666666
abisinio,macho,620.41,24,NA,negro,NA,17,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:05:43.686 - Status: OK,2,2024-05-08T16:05:43Z,FALSE,5.287866667906443
americano,hembra,869.92,29,21,marrón,sano,37,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:06:26.344 - Status: OK,1,2024-05-08T16:06:26Z,FALSE,1.8278166691462199
peruano,macho,749.05,28,21,negro,sano,29,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:06:59.973 - Status: OK,2,2024-05-08T16:06:59Z,FALSE,1.2714499990145365
peruano,hembra,696.43,24,18,negro,sano,26,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:09:17.702 - Status: OK,3,2024-05-08T16:09:17Z,FALSE,5.6529666662216185
andino,macho,889.02,29,NA,rojizo,NA,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:09:29.625 - Status: OK,1,2024-05-08T16:09:29Z,FALSE,3.054683331648509
abisinio,macho,530.24,28,NA,pintado,NA,55,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:10:23.935 - Status: OK,2,2024-05-08T16:10:23Z,FALSE,3.3993666648864744
peruano,macho,873.57,28,21,blanco,sano,23,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:11:27.487 - Status: OK,2,2024-05-08T16:11:27Z,FALSE,1.0592000007629394
andino,hembra,687.67,24,NA,marrón,NA,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:12:53.727 - Status: OK,1,2024-05-08T16:12:53Z,FALSE,3.4016999999682107
andino,macho,690.33,25,NA,marrón,NA,27,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:13:57.581 - Status: OK,1,2024-05-08T16:13:57Z,FALSE,1.0642333348592123
peruano,macho,NA,NA,20,blanco,NA,16,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:16:34.56 - Status: OK,2,2024-05-08T16:16:34Z,FALSE,5.117883332570394
peruano,macho,679.19,29,20,blanco,sano,45,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:17:50.509 - Status: OK,1,2024-05-08T16:17:50Z,FALSE,3.8821333328882854
andino,macho,NA,25,NA,negro,NA,43,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:18:27.769 - Status: OK,2,2024-05-08T16:18:27Z,FALSE,1.886816668510437
peruano,hembra,747.22,31,18,blanco,sano,16,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:19:14.855 - Status: OK,1,2024-05-08T16:19:14Z,FALSE,1.4057666659355164
andino,hembra,628.99,25,17,marrón,sano,20,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:19:31.998 - Status: OK,2,2024-05-08T16:19:31Z,FALSE,1.0704833308855692
andino,macho,NA,29,NA,negro,NA,47,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:20:24.999 - Status: OK,1,2024-05-08T16:20:24Z,FALSE,1.1690666675567627
peruano,macho,726.56,26,20,blanco,sano,15,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:21:03.38 - Status: OK,3,2024-05-08T16:21:03Z,FALSE,11.761300003528595
peruano,macho,793.7,28,NA,marrón,NA,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:22:06.652 - Status: OK,1,2024-05-08T16:22:06Z,FALSE,1.6942166646321615
peruano,macho,NA,29,18,negro,NA,20,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:28:42.002 - Status: OK,2,2024-05-08T16:28:42Z,FALSE,9.166733336448669
americano,macho,NA,27,NA,negro,NA,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:29:27.063 - Status: OK,1,2024-05-08T16:29:27Z,FALSE,7.340183333555857
andino,macho,771.94,23,NA,marrón,NA,11,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:31:46.699 - Status: OK,1,2024-05-08T16:31:46Z,FALSE,2.3272666652997334
peruano,macho,751.83,20,20,blanco,sano,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:32:47.974 - Status: OK,1,2024-05-08T16:32:47Z,FALSE,1.0212500015894572
peruano,macho,867.79,30,19,blanco,sano,52,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:33:36.139 - Status: OK,3,2024-05-08T16:33:36Z,FALSE,12.545983330408733
híbrido,macho,885,32,NA,blanco,NA,11,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:35:32.335 - Status: OK,2,2024-05-08T16:35:32Z,FALSE,6.838883332411448
andino,macho,661.11,26,17,rojizo,sano,46,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:37:48.363 - Status: OK,3,2024-05-08T16:37:48Z,FALSE,4.203733332951864
peruano,hembra,915.79,22,NA,blanco,NA,55,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:39:15.817 - Status: OK,1,2024-05-08T16:39:15Z,FALSE,6.464049998919169
peruano,hembra,922.91,NA,17,marrón,gordo,50,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:41:05.941 - Status: OK,3,2024-05-08T16:41:05Z,FALSE,3.292966667811076
peruano,hembra,800.07,NA,NA,negro,NA,14,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:42:18.755 - Status: OK,1,2024-05-08T16:42:18Z,FALSE,3.048966670036316
peruano,hembra,646.75,NA,17,marrón,sano,60,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:43:00.301 - Status: OK,2,2024-05-08T16:43:00Z,FALSE,7.466100001335144
peruano,macho,929.17,NA,19,blanco,sano,50,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:43:45.57 - Status: OK,1,2024-05-08T16:43:45Z,FALSE,1.446916663646698
híbrido,hembra,801.78,28,NA,pintado,NA,44,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:44:18.363 - Status: OK,2,2024-05-08T16:44:18Z,FALSE,1.301033329963684
andino,hembra,718.04,24,16,rojizo,gordo,57,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:46:29.693 - Status: OK,3,2024-05-08T16:46:29Z,FALSE,5.395866668224334
peruano,macho,777.37,18,20,negro,sano,45,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:47:50.929 - Status: OK,2,2024-05-08T16:47:50Z,FALSE,3.5427666664123536
peruano,macho,925.28,21,20,marrón,sano,15,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:49:38.695 - Status: OK,2,2024-05-08T16:49:38Z,FALSE,1.7961000005404155
andino,hembra,748.36,21,NA,marrón,NA,36,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:51:00.007 - Status: OK,3,2024-05-08T16:51:00Z,FALSE,4.505233331521352
andino,hembra,716.69,NA,16,negro,gordo,42,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:53:10.408 - Status: OK,3,2024-05-08T16:53:10Z,FALSE,2.1733500003814696
andino,hembra,584.32,24,18,marrón,sano,39,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:53:29.177 - Status: OK,2,2024-05-08T16:53:29Z,FALSE,3.8413666685422263
peruano,macho,856.81,32,20,pintado,sano,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:54:13.127 - Status: OK,1,2024-05-08T16:54:13Z,FALSE,10.45928333600362
peruano,hembra,NA,27,17,blanco,NA,63,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:56:01.882 - Status: OK,2,2024-05-08T16:56:01Z,FALSE,2.5450833320617674
peruano,macho,NA,21,20,pintado,NA,33,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:56:22.825 - Status: OK,2,2024-05-08T16:56:22Z,FALSE,0.3490500013033549
peruano,macho,721.71,NA,21,blanco,sano,11,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:56:39.589 - Status: OK,3,2024-05-08T16:56:39Z,FALSE,3.4863499999046326
peruano,macho,909.32,NA,18,negro,gordo,35,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:56:43.09 - Status: OK,2,2024-05-08T16:56:43Z,FALSE,0.33774999777475995
peruano,hembra,643.63,26,19,pintado,sano,53,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:57:00.034 - Status: OK,3,2024-05-08T16:57:00Z,FALSE,0.34074999888737995
peruano,macho,900.74,28,20,blanco,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:57:36.003 - Status: OK,1,2024-05-08T16:57:36Z,FALSE,3.3812666654586794
abisinio,macho,NA,NA,17,marrón oscuro,NA,63,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:58:02.989 - Status: OK,3,2024-05-08T16:58:02Z,FALSE,1.0492500027020772
peruano,hembra,736.4,31,NA,blanco,NA,20,Ser. No.: 6543BF2-X - Date: 2024-05-08 11:58:10.629 - Status: OK,1,2024-05-08T16:58:10Z,FALSE,0.5770999987920126
híbrido,hembra,1006.1,NA,NA,blanco,NA,26,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:59:46.076 - Status: OK,2,2024-05-08T16:59:46Z,FALSE,3.0497666676839192
peruano,hembra,NA,33,17,marrón,NA,60,Ser. No.: 4653OK2-X - Date: 2024-05-08 11:59:53.843 - Status: OK,2,2024-05-08T16:59:53Z,FALSE,0.12944999933242798
peruano,hembra,599.67,21,16,blanco,sano,34,Ser. No.: 0372EK3-Z - Date: 2024-05-08 11:59:56.183 - Status: OK,3,2024-05-08T16:59:56Z,FALSE,1.886566666762034
peruano,macho,825.55,24,22,blanco,sano,35,Ser. No.: 4653OK2-X - Date: 2024-05-08 12:01:01.673 - Status: OK,2,2024-05-08T17:01:01Z,FALSE,1.1305000027020773
peruano,hembra,786.11,NA,17,negro,gordo,18,Ser. No.: 4653OK2-X - Date: 2024-05-08 12:02:09.667 - Status: OK,2,2024-05-08T17:02:09Z,FALSE,1.133233332633972
andino,hembra,714.46,26,16,blanco,gordo,63,Ser. No.: 4653OK2-X - Date: 2024-05-08 12:02:21.919 - Status: OK,2,2024-05-08T17:02:21Z,FALSE,0.20419999758402507
híbrido,macho,811.91,25,21,tricolor,sano,45,Ser. No.: 0372EK3-Z - Date: 2024-05-08 12:02:27.47 - Status: OK,3,2024-05-08T17:02:27Z,FALSE,2.5214499990145365
híbrido,hembra,544.68,15,NA,pintado,NA,49,Ser. No.: 0372EK3-Z - Date: 2024-05-08 12:02:36.15 - Status: OK,3,2024-05-08T17:02:36Z,FALSE,0.1446666677792867
peruano,hembra,585.8,23,18,negro,sano,51,Ser. No.: 0372EK3-Z - Date: 2024-05-08 12:02:45.419 - Status: OK,3,2024-05-08T17:02:45Z,FALSE,0.1544833302497864
andino,hembra,696.3,23,16,negro,gordo,25,Ser. No.: 0372EK3-Z - Date: 2024-05-08 12:02:53.681 - Status: OK,3,2024-05-08T17:02:53Z,FALSE,0.13770000139872232
peruano,hembra,NA,24,NA,marrón,NA,36,Ser. No.: 4653OK2-X - Date: 2024-05-08 12:03:24.327 - Status: OK,2,2024-05-08T17:03:24Z,FALSE,1.0401333332061768
abisinio,macho,598.09,26,NA,gris,NA,19,Ser. No.: 6543BF2-X - Date: 2024-05-08 12:03:40.187 - Status: OK,1,2024-05-08T17:03:40Z,FALSE,5.4926333347956335
peruano,macho,670.93,25,20,blanco,sano,64,Ser. No.: 0372EK3-Z - Date: 2024-05-08 12:05:48.472 - Status: OK,3,2024-05-08T17:05:48Z,FALSE,2.913183331489563
andino,macho,783.77,24,20,marrón,sano,37,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:00:21.567 - Status: OK,3,2024-05-08T18:00:21Z,FALSE,NA
peruano,macho,817.48,NA,NA,blanco,NA,33,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:00:38.64 - Status: OK,2,2024-05-08T18:00:38Z,FALSE,NA
andino,macho,832.91,23,NA,rojizo,NA,49,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:00:51.026 - Status: OK,2,2024-05-08T18:00:51Z,FALSE,0.20643333196640015
peruano,macho,852.04,30,19,negro,sano,25,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:01:19.859 - Status: OK,1,2024-05-08T18:01:19Z,FALSE,NA
abisinio,macho,491.16,23,17,negro,sano,28,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:02:29.121 - Status: OK,1,2024-05-08T18:02:29Z,FALSE,1.154366668065389
peruano,macho,935.32,22,18,negro,gordo,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:03:19.953 - Status: OK,1,2024-05-08T18:03:19Z,FALSE,0.8472000002861023
abisinio,macho,670.2,23,NA,pintado,NA,55,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:03:44.479 - Status: OK,2,2024-05-08T18:03:44Z,FALSE,2.8908833344777425
andino,macho,889.66,25,NA,marrón,NA,55,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:05:35.912 - Status: OK,2,2024-05-08T18:05:35Z,FALSE,1.8572166641553243
peruano,macho,NA,30,19,blanco,NA,14,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:07:44.705 - Status: OK,3,2024-05-08T18:07:44Z,FALSE,7.385633333524068
abisinio,macho,606.39,21,16,marrón oscuro,sano,13,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:08:06.132 - Status: OK,2,2024-05-08T18:08:06Z,FALSE,2.503666667143504
peruano,macho,700.18,25,NA,negro,NA,31,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:08:23.164 - Status: OK,3,2024-05-08T18:08:23Z,FALSE,0.6409833351771037
andino,hembra,649.04,NA,15,blanco,gordo,28,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:09:38.332 - Status: OK,3,2024-05-08T18:09:38Z,FALSE,1.2527999997138977
andino,macho,933.44,NA,19,blanco,sano,50,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:09:42.091 - Status: OK,2,2024-05-08T18:09:42Z,FALSE,1.599316668510437
andino,macho,836.19,24,17,blanco,gordo,15,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:10:36.1 - Status: OK,3,2024-05-08T18:10:36Z,FALSE,0.9627999981244405
peruano,macho,NA,NA,20,blanco,NA,59,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:11:02.467 - Status: OK,1,2024-05-08T18:11:02Z,FALSE,7.708566665649414
peruano,macho,758.98,26,19,blanco,sano,33,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:11:07.972 - Status: OK,2,2024-05-08T18:11:07Z,FALSE,1.4313499967257182
peruano,macho,756.21,28,NA,blanco,NA,19,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:11:58.132 - Status: OK,2,2024-05-08T18:11:58Z,FALSE,0.8360000014305115
andino,hembra,675.15,18,NA,negro,NA,46,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:12:48.369 - Status: OK,2,2024-05-08T18:12:48Z,FALSE,0.8372833331425985
peruano,macho,854.78,NA,22,marrón,sano,54,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:14:38.097 - Status: OK,1,2024-05-08T18:14:38Z,FALSE,3.593833331267039
peruano,macho,NA,28,22,blanco,NA,12,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:16:10.222 - Status: OK,1,2024-05-08T18:16:10Z,FALSE,1.5354166666666667
andino,macho,817.31,20,17,blanco,gordo,56,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:17:23.216 - Status: OK,2,2024-05-08T18:17:23Z,FALSE,4.580783335367839
abisinio,macho,508.76,24,16,gris,sano,50,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:18:09.084 - Status: OK,3,2024-05-08T18:18:09Z,FALSE,7.549733336766561
peruano,hembra,536.4,26,19,negro,sano,64,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:18:25.281 - Status: OK,3,2024-05-08T18:18:25Z,FALSE,0.26994999647140505
híbrido,hembra,791.05,22,17,tricolor,gordo,45,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:18:44.389 - Status: OK,1,2024-05-08T18:18:44Z,FALSE,2.569450000921885
andino,macho,778.15,24,18,rojizo,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:20:52.433 - Status: OK,1,2024-05-08T18:20:52Z,FALSE,2.13406666914622
híbrido,macho,NA,18,25,marrón,NA,37,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:22:04.109 - Status: OK,3,2024-05-08T18:22:04Z,FALSE,3.6471333344777426
peruano,hembra,441.09,NA,NA,blanco,NA,21,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:22:35.9 - Status: OK,3,2024-05-08T18:22:35Z,FALSE,0.5298500021298727
peruano,macho,868.66,30,20,negro,sano,46,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:23:22.364 - Status: OK,1,2024-05-08T18:23:22Z,FALSE,2.4988499999046327
andino,hembra,702.72,21,16,blanco,gordo,32,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:23:24.53 - Status: OK,3,2024-05-08T18:23:24Z,FALSE,0.8104999979337056
andino,macho,779.16,23,NA,negro,NA,16,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:23:27.959 - Status: OK,2,2024-05-08T18:23:27Z,FALSE,6.0790500005086265
peruano,macho,711.75,30,18,pintado,sano,42,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:24:24.251 - Status: OK,1,2024-05-08T18:24:24Z,FALSE,1.0314499974250793
andino,macho,820.48,NA,NA,marrón,NA,31,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:25:27.927 - Status: OK,3,2024-05-08T18:25:27Z,FALSE,2.0566166679064435
híbrido,hembra,455.98,17,18,tricolor,flaco,61,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:26:06.267 - Status: OK,3,2024-05-08T18:26:06Z,FALSE,0.6389999985694885
andino,hembra,NA,NA,15,blanco,NA,35,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:28:18.498 - Status: OK,3,2024-05-08T18:28:18Z,FALSE,2.203849999109904
peruano,macho,897.11,23,21,pintado,sano,28,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:28:25.345 - Status: OK,1,2024-05-08T18:28:25Z,FALSE,4.018233335018158
andino,macho,871.3,24,17,marrón,gordo,36,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:29:18.389 - Status: OK,2,2024-05-08T18:29:18Z,FALSE,5.840499997138977
abisinio,macho,NA,27,17,gris,NA,63,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:30:37.901 - Status: OK,2,2024-05-08T18:30:37Z,FALSE,1.3252000013987224
andino,macho,808.37,24,NA,marrón,NA,64,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:31:09.107 - Status: OK,3,2024-05-08T18:31:09Z,FALSE,2.843483336766561
peruano,macho,NA,30,20,marrón,NA,15,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:31:34.753 - Status: OK,1,2024-05-08T18:31:34Z,FALSE,3.1567999998728435
andino,macho,1051.73,27,18,blanco,gordo,16,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:32:07.484 - Status: OK,3,2024-05-08T18:32:07Z,FALSE,0.9729499975840251
peruano,hembra,660.13,NA,19,blanco,sano,18,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:32:22.295 - Status: OK,3,2024-05-08T18:32:22Z,FALSE,0.2468500018119812
peruano,hembra,651.96,23,17,negro,sano,61,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:32:51.391 - Status: OK,1,2024-05-08T18:32:51Z,FALSE,1.2773000001907349
híbrido,macho,779.14,26,NA,tricolor,NA,53,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:32:59.048 - Status: OK,3,2024-05-08T18:32:59Z,FALSE,0.6125500003496805
peruano,hembra,902.76,29,18,negro,gordo,49,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:34:25.643 - Status: OK,1,2024-05-08T18:34:25Z,FALSE,1.5708666642506917
peruano,hembra,829.95,23,17,blanco,gordo,31,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:34:37.444 - Status: OK,2,2024-05-08T18:34:37Z,FALSE,3.992383333047231
andino,hembra,701.61,27,14,negro,gordo,61,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:35:04.561 - Status: OK,2,2024-05-08T18:35:04Z,FALSE,0.45195000171661376
andino,hembra,605.43,19,16,blanco,sano,36,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:35:18.888 - Status: OK,3,2024-05-08T18:35:18Z,FALSE,2.3306666652361554
peruano,hembra,805.26,NA,18,blanco,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:35:40.865 - Status: OK,1,2024-05-08T18:35:40Z,FALSE,1.2537000020345053
abisinio,macho,536.17,26,15,negro,sano,54,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:36:18.333 - Status: OK,1,2024-05-08T18:36:18Z,FALSE,0.6244666655858357
peruano,macho,855.49,26,21,blanco,sano,59,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:36:37.326 - Status: OK,1,2024-05-08T18:36:37Z,FALSE,0.3165500005086263
abisinio,macho,711.51,20,18,gris,sano,66,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:37:44.648 - Status: OK,1,2024-05-08T18:37:44Z,FALSE,1.1220333337783814
andino,macho,717.16,28,18,marrón,sano,20,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:37:49.52 - Status: OK,2,2024-05-08T18:37:49Z,FALSE,2.749316664536794
peruano,macho,786.13,NA,NA,marrón,NA,32,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:37:58.593 - Status: OK,2,2024-05-08T18:37:58Z,FALSE,0.1512166659037272
andino,macho,844.01,24,NA,marrón,NA,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:39:03.784 - Status: OK,1,2024-05-08T18:39:03Z,FALSE,1.3189333319664
andino,macho,895.65,23,20,tricolor,sano,NA,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:39:04.048 - Status: ERR,2,2024-05-08T18:39:04Z,TRUE,1.090916669368744
andino,macho,914.61,28,NA,blanco,NA,15,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:40:45.93 - Status: OK,2,2024-05-08T18:40:45Z,FALSE,1.698033332824707
andino,macho,918.39,27,19,negro,sano,28,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:41:53.726 - Status: OK,3,2024-05-08T18:41:53Z,FALSE,6.580633334318796
peruano,hembra,711.53,25,18,blanco,sano,19,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:42:35.59 - Status: OK,2,2024-05-08T18:42:35Z,FALSE,1.827666664123535
andino,macho,663.08,30,NA,negro,NA,15,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:43:13.264 - Status: OK,1,2024-05-08T18:43:13Z,FALSE,4.158000000317892
peruano,macho,1089.1,24,21,blanco,gordo,26,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:43:24.77 - Status: OK,2,2024-05-08T18:43:24Z,FALSE,0.8196666677792867
peruano,macho,836.94,NA,NA,pintado,NA,31,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:43:48.276 - Status: OK,2,2024-05-08T18:43:48Z,FALSE,0.39176666736602783
