Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
peruano,hembra,729.79,28,20,blanco,sano,38
andino,macho,906.51,26,NA,marrón,NA,23
peruano,hembra,678.23,24,NA,negro,NA,53
peruano,macho,846.47,31,NA,negro,NA,16
andino,macho,813.05,26,NA,marrón,NA,42
peruano,macho,686.12,NA,21,marrón,flaco,38
abisinio,macho,626.47,25,15,marrón oscuro,gordo,13
peruano,hembra,759.24,27,18,marrón,sano,47
andino,macho,794.13,27,18,tricolor,sano,62
americano,macho,874.33,34,19,negro,sano,63
andino,macho,NA,22,NA,negro,NA,51
peruano,macho,NA,NA,22,marrón,NA,25
andino,macho,922.97,28,19,negro,sano,25
andino,macho,NA,29,NA,blanco,NA,39
andino,macho,743.81,23,19,blanco,sano,64
andino,hembra,592.59,24,15,blanco,gordo,31
híbrido,hembra,NA,22,22,blanco,NA,27
peruano,hembra,960.44,27,17,negro,gordo,41
andino,macho,NA,25,NA,blanco,NA,58
peruano,hembra,571,24,NA,blanco,NA,16
peruano,macho,NA,27,20,pintado,NA,40
peruano,hembra,647.9,25,NA,blanco,NA,57
híbrido,macho,1047.02,34,21,marrón,sano,25
peruano,macho,780.4,23,NA,pintado,NA,43
peruano,hembra,652.38,NA,NA,blanco,NA,20
peruano,hembra,792.4,27,19,marrón,sano,59
andino,hembra,NA,21,16,blanco,NA,17
andino,hembra,696.23,21,16,marrón,gordo,48
andino,macho,648.48,28,19,negro,sano,19
andino,hembra,668.67,21,16,rojizo,gordo,36
andino,hembra,485.68,29,NA,tricolor,NA,51
peruano,macho,1061.55,26,18,blanco,gordo,38
peruano,hembra,769.82,24,20,blanco,sano,24
peruano,macho,875.67,28,19,negro,sano,37
peruano,macho,700.39,NA,21,marrón,sano,21
híbrido,macho,1063.9,35,21,blanco,sano,21
peruano,macho,665.54,NA,19,blanco,sano,25
peruano,hembra,778.21,26,17,marrón,gordo,27
peruano,macho,NA,26,20,blanco,NA,29
andino,macho,818.04,25,18,blanco,sano,51
andino,macho,833.2,NA,NA,rojizo,NA,19
peruano,hembra,790.68,26,19,blanco,sano,53
andino,macho,705.81,27,18,negro,sano,39
peruano,hembra,NA,29,16,negro,NA,27
andino,hembra,765.63,23,NA,marrón,NA,32
peruano,macho,951.11,24,NA,blanco,NA,28
peruano,macho,718.2,27,NA,marrón,NA,28
peruano,hembra,793.01,29,NA,blanco,NA,24
andino,macho,808.51,25,NA,rojizo,NA,26
peruano,macho,NA,31,21,marrón,NA,56
peruano,macho,916.83,28,NA,negro,NA,16
andino,hembra,796.29,NA,16,marrón,gordo,34
americano,macho,838.61,23,NA,blanco,NA,52
peruano,hembra,542.03,27,17,negro,sano,13
andino,macho,926.97,25,18,marrón,gordo,45
americano,hembra,841.77,28,NA,marrón,NA,54
peruano,macho,739.58,26,NA,pintado,NA,23
andino,hembra,571.18,22,16,blanco,sano,48
peruano,macho,822.97,NA,21,marrón,sano,33
peruano,hembra,NA,25,18,blanco,NA,42
peruano,macho,NA,NA,20,blanco,NA,57
peruano,macho,977.39,29,20,blanco,gordo,38
híbrido,macho,967.48,19,27,pintado,flaco,50
peruano,macho,NA,23,19,negro,NA,42
peruano,macho,985.62,NA,19,negro,gordo,30
peruano,hembra,843.63,24,19,blanco,sano,40
peruano,hembra,687.83,25,18,marrón,sano,36
peruano,macho,810.03,NA,22,negro,sano,23
peruano,hembra,883.09,NA,NA,negro,NA,55
peruano,macho,748.17,25,19,negro,sano,49
híbrido,hembra,972.01,31,20,blanco,sano,29
peruano,macho,805.92,29,NA,negro,NA,56
andino,macho,NA,29,19,blanco,NA,60
peruano,macho,NA,29,20,blanco,NA,22
peruano,hembra,NA,24,18,marrón,NA,15
peruano,macho,829.62,25,20,blanco,sano,25
andino,macho,680.08,NA,17,negro,sano,19
peruano,macho,683.78,31,19,pintado,sano,60
híbrido,hembra,1198.12,34,16,tricolor,obeso,19
andino,macho,732.07,22,NA,marrón,NA,52
híbrido,hembra,606,21,NA,tricolor,NA,25
peruano,macho,744.19,24,19,blanco,sano,30
peruano,hembra,NA,30,20,blanco,NA,15
andino,hembra,808.22,NA,18,marrón,gordo,41
peruano,hembra,912.4,29,19,blanco,sano,10
andino,hembra,438.94,25,NA,rojizo,NA,59
abisinio,macho,806.48,22,16,marrón oscuro,gordo,33
andino,macho,824.08,19,NA,tricolor,NA,53
andino,macho,861.25,25,15,negro,obeso,32
peruano,macho,933.57,27,19,blanco,gordo,50
andino,hembra,748.01,24,18,blanco,sano,55
andino,hembra,746.21,25,17,tricolor,gordo,32
abisinio,macho,790.12,21,NA,marrón oscuro,NA,41
peruano,macho,783.76,27,23,blanco,flaco,47
peruano,hembra,706.88,23,NA,blanco,NA,65
andino,hembra,576.78,NA,16,blanco,sano,55
abisinio,hembra,496.02,21,16,gris,sano,11
andino,macho,811.01,22,17,rojizo,gordo,28
andino,hembra,659.49,22,17,blanco,sano,54
peruano,macho,768.1,26,NA,negro,NA,14
peruano,macho,804.03,NA,20,blanco,sano,46
peruano,hembra,NA,26,19,pintado,NA,66
peruano,macho,802.11,25,NA,negro,NA,15
peruano,hembra,NA,21,18,blanco,NA,54
peruano,macho,667.68,24,20,blanco,sano,32
andino,hembra,683.11,NA,16,negro,gordo,63
peruano,macho,630.02,28,NA,blanco,NA,20
peruano,hembra,593.13,26,NA,marrón,NA,39
andino,macho,636.23,22,NA,marrón,NA,42
andino,macho,942.6,29,20,blanco,sano,15
peruano,macho,810.75,NA,19,negro,sano,19
peruano,macho,663.32,28,NA,pintado,NA,27
andino,macho,712.31,29,NA,tricolor,NA,19
andino,macho,908.37,23,NA,negro,NA,32
peruano,macho,NA,29,NA,negro,NA,39
abisinio,macho,752.82,23,18,negro,sano,53
peruano,hembra,783.09,25,17,blanco,gordo,35
andino,macho,802.68,26,NA,tricolor,NA,40
andino,macho,865.33,NA,17,marrón,gordo,34
híbrido,macho,931.31,24,NA,blanco,NA,44
peruano,macho,681.73,28,20,marrón,sano,13
peruano,hembra,724.15,18,18,pintado,sano,13
andino,hembra,719.1,NA,NA,tricolor,NA,55
peruano,macho,NA,NA,21,negro,NA,23
andino,macho,914.35,25,18,blanco,gordo,62
peruano,hembra,689.94,30,NA,pintado,NA,40
andino,macho,679.34,25,18,blanco,sano,40
andino,macho,861.1,30,18,negro,gordo,37
americano,hembra,768.89,25,20,marrón,sano,42
andino,macho,771.72,24,20,tricolor,sano,38
peruano,hembra,817.45,29,18,blanco,sano,36
andino,hembra,784.02,24,17,blanco,gordo,22
híbrido,macho,963.58,22,NA,blanco,NA,20
andino,hembra,762.52,22,18,blanco,sano,43
andino,macho,1059.41,26,NA,negro,NA,38
híbrido,macho,NA,26,18,blanco,NA,49
abisinio,macho,515.73,26,NA,marrón oscuro,NA,34
híbrido,hembra,1194.97,28,19,tricolor,gordo,62
peruano,macho,NA,30,18,pintado,NA,19
peruano,hembra,615.96,27,18,marrón,sano,52
peruano,macho,972.53,27,19,pintado,gordo,18
peruano,hembra,654.64,24,18,pintado,sano,39
americano,macho,1190.24,26,25,marrón,sano,25
peruano,hembra,751.14,NA,NA,negro,NA,19
andino,macho,695.79,23,18,blanco,sano,17
peruano,macho,973.78,29,NA,pintado,NA,41
peruano,hembra,832.64,31,NA,blanco,NA,42
peruano,hembra,NA,24,19,blanco,NA,14
abisinio,hembra,513.52,21,16,marrón oscuro,sano,26
peruano,hembra,760.59,27,18,marrón,sano,27
andino,macho,NA,27,17,blanco,NA,57
abisinio,macho,591.56,22,16,gris,sano,24
peruano,hembra,572.59,23,17,blanco,sano,23
americano,hembra,918.53,28,21,blanco,sano,19
peruano,hembra,666.08,24,NA,blanco,NA,29
abisinio,macho,698,24,NA,negro,NA,17
peruano,hembra,827.85,31,18,negro,gordo,15
peruano,hembra,779.81,25,17,negro,gordo,34
abisinio,hembra,NA,21,NA,negro,NA,37
abisinio,macho,465.62,23,15,marrón oscuro,sano,64
andino,macho,697.19,29,17,tricolor,sano,24
andino,hembra,624.31,NA,15,tricolor,gordo,60
peruano,macho,749.79,30,18,negro,sano,21
abisinio,macho,522.35,27,NA,pintado,NA,56
híbrido,macho,NA,NA,16,pintado,NA,10
peruano,macho,838.83,32,19,pintado,sano,12
peruano,hembra,687.39,33,17,blanco,sano,34
peruano,macho,785.91,31,20,marrón,sano,59
peruano,hembra,474.24,24,16,blanco,sano,51
andino,hembra,717.84,22,19,blanco,sano,55
peruano,macho,839.08,NA,20,blanco,sano,40
híbrido,macho,775.17,NA,NA,tricolor,NA,11
abisinio,macho,657.33,22,19,negro,sano,57
peruano,macho,NA,25,22,blanco,NA,39
andino,hembra,618.65,24,18,blanco,sano,48
peruano,macho,919.09,28,23,blanco,sano,45
peruano,hembra,750.83,24,17,blanco,sano,43
peruano,hembra,893.65,26,19,blanco,gordo,28
peruano,macho,821,NA,21,pintado,sano,28
andino,macho,962.67,NA,18,marrón,gordo,22
peruano,macho,906.13,NA,NA,negro,NA,45
híbrido,macho,799.42,19,NA,pintado,NA,46
andino,hembra,688.74,23,17,negro,sano,41
peruano,hembra,757.67,NA,17,blanco,gordo,43
andino,macho,702.93,25,19,negro,sano,41
peruano,hembra,717.24,NA,17,marrón,sano,38
andino,hembra,740.74,24,NA,negro,NA,58
peruano,macho,738.51,31,NA,marrón,NA,35
andino,macho,NA,24,NA,blanco,NA,44
peruano,macho,822.42,27,NA,blanco,NA,48
híbrido,macho,989.24,24,NA,pintado,NA,44
andino,macho,760.94,24,16,blanco,gordo,27
peruano,hembra,871.45,27,18,blanco,gordo,10
peruano,hembra,630.1,28,18,negro,sano,62
peruano,hembra,NA,26,NA,marrón,NA,62
peruano,hembra,884.91,28,18,blanco,gordo,21
andino,macho,802.12,21,NA,rojizo,NA,28
andino,macho,767.64,NA,NA,tricolor,NA,55
peruano,hembra,NA,NA,18,blanco,NA,39
peruano,hembra,840.1,23,17,negro,gordo,20
andino,macho,696.78,20,18,blanco,sano,64
andino,hembra,659.07,22,NA,negro,NA,24
peruano,macho,735.11,24,20,marrón,sano,45
andino,macho,NA,27,19,marrón,NA,16
andino,macho,700.24,NA,18,blanco,sano,47
andino,hembra,752.38,22,NA,marrón,NA,44
andino,macho,NA,23,NA,blanco,NA,25
peruano,macho,NA,24,NA,negro,NA,51
peruano,macho,NA,29,22,blanco,NA,59
americano,macho,NA,25,NA,negro,NA,57
peruano,macho,744.4,25,20,blanco,sano,64
peruano,macho,NA,24,21,negro,NA,63
peruano,hembra,545.35,26,16,marrón,sano,32
abisinio,macho,NA,25,16,marrón oscuro,NA,30
peruano,hembra,689.09,27,19,blanco,sano,58
andino,macho,945.64,NA,17,negro,gordo,27
peruano,macho,702.85,25,NA,marrón,NA,42
andino,macho,780.46,26,NA,blanco,NA,11
peruano,macho,NA,NA,22,negro,NA,39
peruano,hembra,785.96,27,18,marrón,sano,48
andino,hembra,680.49,22,18,negro,sano,27
andino,hembra,746.78,22,17,rojizo,sano,22
híbrido,macho,702.43,26,21,tricolor,sano,15
andino,macho,772.27,NA,NA,blanco,NA,63
peruano,macho,717.46,24,19,marrón,sano,64
híbrido,hembra,1555.17,22,21,tricolor,gordo,24
peruano,hembra,565.72,NA,18,negro,sano,23
andino,macho,885.87,22,NA,negro,NA,48
peruano,macho,734.99,27,20,pintado,sano,53
peruano,hembra,675.04,NA,17,pintado,sano,55
híbrido,macho,1665.2,NA,24,pintado,gordo,57
andino,macho,NA,26,18,rojizo,NA,56
peruano,macho,805.07,30,19,negro,sano,50
peruano,hembra,NA,NA,NA,blanco,NA,47
andino,macho,747.15,27,19,blanco,sano,59
peruano,macho,907.44,NA,19,blanco,sano,10
peruano,hembra,607.57,27,18,blanco,sano,33
peruano,macho,835.8,28,NA,marrón,NA,33
andino,macho,900.24,30,19,marrón,gordo,45
andino,hembra,723.07,20,17,blanco,sano,32
peruano,macho,889.66,23,19,blanco,sano,39
peruano,hembra,843.07,29,18,blanco,gordo,46
peruano,hembra,793.98,20,NA,pintado,NA,51
andino,macho,969.8,22,18,tricolor,gordo,41
abisinio,macho,753.29,21,17,marrón oscuro,gordo,54
peruano,hembra,726.63,26,18,blanco,sano,63
peruano,hembra,NA,24,18,pintado,NA,12
andino,macho,904.32,26,NA,tricolor,NA,43
peruano,hembra,652.32,25,18,marrón,sano,29
peruano,macho,921.08,26,18,pintado,gordo,30
híbrido,hembra,467.55,26,14,tricolor,sano,64
peruano,macho,1044.58,NA,21,marrón,sano,59
híbrido,hembra,859.09,24,21,tricolor,sano,53
andino,macho,NA,NA,20,negro,NA,56
peruano,macho,915.03,32,NA,blanco,NA,54
andino,macho,710.38,22,NA,negro,NA,56
andino,hembra,NA,21,16,blanco,NA,23
andino,macho,713.6,27,NA,marrón,NA,30
híbrido,macho,958.94,34,17,blanco,gordo,41
peruano,macho,843.85,27,21,marrón,sano,58
andino,macho,895.08,27,20,tricolor,sano,12
peruano,macho,881.35,26,NA,blanco,NA,16
peruano,macho,957.49,25,21,negro,sano,14
peruano,hembra,NA,26,19,blanco,NA,36
peruano,hembra,685.52,28,16,negro,gordo,30
híbrido,hembra,1327.64,18,23,tricolor,gordo,17
andino,hembra,715.31,23,15,rojizo,gordo,52
peruano,hembra,NA,25,NA,marrón,NA,43
peruano,hembra,NA,30,18,pintado,NA,63
andino,macho,886.02,27,17,blanco,gordo,32
andino,macho,709.14,27,18,marrón,sano,57
peruano,macho,744.77,27,20,blanco,sano,10
peruano,macho,932.91,28,NA,blanco,NA,13
peruano,hembra,868.28,25,17,pintado,gordo,20
americano,macho,955.54,31,19,negro,gordo,11
peruano,macho,1037.06,25,18,blanco,gordo,24
híbrido,macho,1463.17,NA,17,marrón,obeso,53
andino,hembra,793.08,NA,16,tricolor,gordo,47
peruano,hembra,855.09,NA,19,blanco,sano,45
peruano,macho,1085.74,27,20,blanco,gordo,46
peruano,macho,966.46,23,NA,negro,NA,24
andino,macho,696.29,29,18,blanco,sano,19
híbrido,macho,647.32,NA,NA,blanco,NA,57
peruano,macho,738.85,26,19,negro,sano,40
peruano,hembra,673.64,21,18,blanco,sano,24
abisinio,hembra,436.53,NA,15,negro,sano,20
peruano,macho,NA,27,19,blanco,NA,36
peruano,hembra,653.2,27,18,blanco,sano,44
peruano,hembra,729.6,24,19,blanco,sano,30
peruano,macho,924.2,28,21,negro,sano,12
peruano,macho,810.99,27,22,pintado,sano,25
andino,macho,NA,NA,18,negro,NA,15
peruano,macho,738.93,31,19,blanco,sano,21
andino,hembra,798.11,22,NA,marrón,NA,24
peruano,hembra,802.62,30,17,marrón,gordo,21
peruano,macho,869.61,29,21,pintado,sano,60
abisinio,macho,497.56,NA,16,gris,sano,64
peruano,macho,801.99,29,NA,marrón,NA,31
peruano,macho,896.47,25,21,negro,sano,34
peruano,macho,886.4,29,20,blanco,sano,43
peruano,macho,753.71,26,21,pintado,sano,56
andino,macho,NA,NA,NA,marrón,NA,35
peruano,macho,880.72,NA,22,pintado,sano,60
peruano,hembra,472.48,27,NA,blanco,NA,53
andino,hembra,688.71,20,18,marrón,sano,29
peruano,hembra,756.97,27,17,blanco,sano,32
andino,macho,792.94,25,17,rojizo,gordo,13
peruano,macho,725.21,28,NA,blanco,NA,54
híbrido,hembra,702.51,28,17,marrón,sano,47
peruano,macho,NA,29,NA,negro,NA,45
andino,hembra,685.91,19,16,marrón,gordo,61
peruano,hembra,599.36,24,16,blanco,sano,30
abisinio,macho,544.95,NA,16,negro,sano,20
peruano,hembra,839.06,23,18,negro,sano,50
peruano,hembra,721.93,25,18,negro,sano,49
híbrido,hembra,847.17,NA,NA,marrón,NA,40
andino,macho,726.99,29,18,marrón,sano,38
andino,macho,NA,NA,18,blanco,NA,43
peruano,hembra,714.88,22,NA,blanco,NA,40
peruano,hembra,687.07,NA,17,blanco,sano,46
americano,hembra,895.16,NA,20,blanco,sano,40
andino,hembra,732.31,24,NA,negro,NA,56
andino,macho,813.73,27,19,blanco,sano,44
andino,macho,728.15,28,20,rojizo,sano,22
peruano,macho,958.69,27,20,blanco,sano,25
abisinio,macho,639.6,27,16,negro,gordo,22
andino,macho,800.43,NA,17,negro,gordo,45
peruano,hembra,659.3,23,NA,pintado,NA,48
andino,macho,855.59,28,NA,marrón,NA,40
peruano,hembra,689.35,20,16,negro,gordo,55
andino,macho,761.07,25,NA,negro,NA,26
peruano,macho,702.94,24,19,blanco,sano,25
andino,macho,765.34,NA,18,negro,sano,65
andino,macho,801.14,NA,NA,marrón,NA,11
andino,macho,687.9,27,17,blanco,sano,23
peruano,macho,706.21,29,20,blanco,sano,27
peruano,hembra,624.16,NA,21,blanco,flaco,26
peruano,macho,811.67,26,NA,marrón,NA,63
peruano,hembra,717.85,26,18,pintado,sano,58
peruano,hembra,837.82,33,20,blanco,sano,62
americano,hembra,738.92,22,21,negro,sano,28
andino,macho,845.06,NA,15,blanco,obeso,59
híbrido,hembra,448.37,21,19,tricolor,flaco,44
americano,hembra,1059.96,28,NA,negro,NA,25
peruano,hembra,892.52,28,NA,negro,NA,46
peruano,macho,NA,23,20,blanco,NA,63
peruano,macho,912.49,NA,22,marrón,sano,51
peruano,hembra,716.62,27,18,blanco,sano,65
peruano,hembra,689.6,21,19,negro,sano,20
peruano,macho,NA,30,NA,blanco,NA,64
peruano,macho,994.64,NA,21,blanco,sano,42
americano,hembra,NA,25,19,negro,NA,58
peruano,macho,668.34,28,19,blanco,sano,60
peruano,hembra,723.47,27,16,negro,gordo,36
andino,macho,731.8,23,NA,marrón,NA,12
andino,macho,743.37,25,NA,blanco,NA,54
peruano,hembra,NA,NA,17,pintado,NA,53
andino,macho,802.93,NA,19,blanco,sano,14
andino,macho,835.99,30,18,negro,sano,20
peruano,macho,836.89,29,NA,pintado,NA,27
peruano,macho,770.24,23,22,blanco,sano,25
americano,hembra,874.07,28,NA,blanco,NA,25
andino,macho,747.28,23,17,rojizo,gordo,58
abisinio,macho,575.03,24,17,negro,sano,51
peruano,hembra,590.11,26,16,marrón,sano,17
andino,hembra,706.28,21,17,blanco,gordo,22
andino,macho,977.71,NA,NA,blanco,NA,51
andino,hembra,810.24,24,NA,blanco,NA,21
peruano,macho,1099.75,23,19,blanco,gordo,22
peruano,hembra,879.04,22,18,negro,gordo,24
peruano,hembra,668.9,26,17,blanco,sano,35
peruano,macho,809.56,NA,21,pintado,sano,21
andino,macho,959.26,24,NA,rojizo,NA,33
peruano,hembra,764.66,23,18,marrón,sano,10
híbrido,hembra,NA,28,NA,blanco,NA,55
andino,macho,849.04,28,18,negro,gordo,21
peruano,macho,NA,21,NA,blanco,NA,28
peruano,hembra,657.88,24,NA,negro,NA,17
peruano,hembra,NA,NA,NA,pintado,NA,35
andino,hembra,717.27,25,NA,negro,NA,34
americano,hembra,NA,29,NA,negro,NA,49
peruano,macho,728.39,29,20,marrón,sano,20
híbrido,macho,631.5,NA,NA,tricolor,NA,40
andino,macho,NA,NA,18,blanco,NA,50
andino,macho,487.77,NA,NA,blanco,NA,62
peruano,macho,724.89,28,19,blanco,sano,12
peruano,macho,821.21,NA,20,marrón,sano,47
andino,macho,904.75,24,NA,negro,NA,44
peruano,hembra,629.83,NA,19,blanco,sano,60
andino,hembra,711.08,21,17,tricolor,sano,14
peruano,macho,650.61,NA,NA,pintado,NA,23
peruano,hembra,548.66,23,NA,marrón,NA,59
andino,macho,935.09,NA,NA,marrón,NA,21
híbrido,hembra,1133.74,NA,23,tricolor,sano,40
andino,macho,797.66,NA,20,negro,sano,24
peruano,hembra,486.71,28,16,blanco,sano,10
peruano,hembra,659.79,NA,NA,blanco,NA,40
andino,macho,668.05,NA,19,blanco,sano,19
peruano,macho,NA,32,19,negro,NA,17
peruano,macho,805.11,NA,NA,negro,sano,55
peruano,hembra,496.61,23,NA,negro,NA,35
peruano,hembra,NA,24,18,pintado,NA,21
andino,hembra,872.87,25,16,marrón,gordo,32
peruano,macho,746.34,24,20,blanco,sano,NA
andino,hembra,810.11,22,NA,rojizo,NA,28
peruano,macho,824.4,27,NA,blanco,NA,53
andino,hembra,615.84,22,NA,negro,NA,58
peruano,hembra,802.61,24,19,negro,sano,16
peruano,macho,731.05,28,19,negro,sano,53
andino,macho,736.66,NA,18,negro,sano,31
peruano,hembra,NA,30,18,blanco,NA,25
peruano,hembra,528.14,25,NA,blanco,NA,37
peruano,macho,1080.54,33,NA,negro,NA,29
híbrido,hembra,828.96,NA,NA,tricolor,NA,13
peruano,macho,704.02,NA,NA,blanco,NA,36
peruano,hembra,840.21,25,19,pintado,sano,22
peruano,hembra,780.52,26,17,negro,gordo,26
andino,hembra,749.63,21,16,blanco,gordo,33
peruano,hembra,694.38,28,18,negro,sano,NA
peruano,macho,728.66,25,19,pintado,sano,35
peruano,macho,1036.02,25,21,negro,sano,59
peruano,hembra,546.49,24,NA,marrón,NA,16
americano,hembra,604.94,NA,19,marrón,sano,27
peruano,hembra,821.02,27,17,negro,gordo,16
híbrido,hembra,1756.59,31,NA,tricolor,NA,48
peruano,macho,758.09,25,22,marrón,sano,46
andino,macho,1002.94,27,17,marrón,gordo,57
peruano,macho,745.42,24,NA,marrón,NA,65
híbrido,macho,963.72,NA,26,pintado,flaco,47
peruano,macho,NA,29,21,marrón,NA,52
híbrido,hembra,530.23,NA,20,blanco,flaco,28
peruano,macho,743.85,29,NA,blanco,NA,53
peruano,macho,824.3,28,20,blanco,sano,19
andino,macho,583.49,25,18,negro,sano,50
peruano,hembra,721.96,29,18,blanco,sano,45
peruano,macho,880.87,NA,19,negro,sano,56
peruano,macho,787.08,30,19,blanco,sano,48
híbrido,hembra,NA,NA,20,tricolor,NA,50
peruano,macho,779.63,29,20,pintado,sano,62
peruano,macho,840.62,27,20,blanco,sano,32
andino,macho,NA,28,17,marrón,NA,29
andino,hembra,686.68,25,16,negro,gordo,34
peruano,macho,762.02,30,20,marrón,sano,55
andino,macho,843.03,26,NA,rojizo,NA,23
andino,macho,NA,26,19,tricolor,NA,14
peruano,hembra,844.6,24,19,marrón,sano,52
peruano,macho,692.51,22,21,blanco,sano,37
americano,hembra,NA,30,NA,marrón,NA,62
peruano,hembra,NA,25,19,blanco,NA,29
peruano,macho,883.59,26,20,negro,sano,47
peruano,hembra,821.94,NA,19,negro,sano,46
peruano,macho,827.35,NA,NA,negro,NA,15
peruano,macho,NA,NA,NA,marrón,NA,53
andino,macho,705.3,26,17,blanco,sano,19
andino,hembra,589.2,NA,17,blanco,sano,19
peruano,macho,832.18,NA,22,negro,sano,60
peruano,macho,929.51,29,21,negro,sano,25
híbrido,macho,535.98,31,NA,pintado,NA,17
peruano,hembra,658.06,NA,18,blanco,sano,43
peruano,macho,797.04,30,20,blanco,sano,34
peruano,macho,886.36,22,20,marrón,sano,13
híbrido,hembra,NA,29,18,tricolor,NA,59
andino,macho,728.47,24,NA,rojizo,NA,11
andino,macho,767.85,NA,NA,blanco,NA,26
andino,macho,953.91,25,18,rojizo,gordo,49
peruano,macho,NA,28,NA,marrón,NA,30
peruano,macho,686.75,25,20,blanco,sano,58
peruano,macho,789.62,26,NA,blanco,NA,53
peruano,macho,747.47,31,20,blanco,sano,36
americano,macho,963.11,NA,22,negro,sano,45
peruano,macho,872.49,26,19,negro,sano,57
peruano,macho,673.15,NA,21,blanco,flaco,44
peruano,macho,792.99,26,NA,blanco,NA,11
peruano,hembra,NA,NA,19,marrón,NA,30
peruano,macho,NA,NA,19,blanco,NA,29
híbrido,macho,1047.04,21,22,tricolor,sano,32
americano,macho,913.8,NA,20,marrón,sano,55
peruano,hembra,817.66,26,NA,marrón,NA,37
peruano,macho,1015.35,23,NA,blanco,NA,24
peruano,hembra,653.16,28,17,negro,sano,36
abisinio,macho,NA,23,NA,pintado,NA,38
andino,macho,938.91,21,19,rojizo,gordo,62
peruano,hembra,683.91,NA,NA,blanco,NA,49
americano,hembra,918.08,25,18,blanco,gordo,45
abisinio,macho,561.34,20,19,negro,sano,56
peruano,macho,NA,25,NA,pintado,NA,55
andino,macho,913.22,28,17,marrón,gordo,14
peruano,hembra,667.3,24,17,blanco,sano,33
peruano,macho,724.39,28,19,blanco,sano,45
andino,macho,874.99,23,18,marrón,gordo,57
andino,hembra,615.85,26,NA,blanco,NA,43
abisinio,macho,607.08,30,17,gris,sano,64
peruano,hembra,801.13,22,19,blanco,sano,34
peruano,hembra,NA,22,18,negro,NA,30
híbrido,hembra,NA,24,16,pintado,NA,60
híbrido,hembra,563.58,36,13,tricolor,gordo,38
andino,macho,723.82,NA,18,blanco,sano,32
abisinio,macho,498.62,26,16,gris,sano,41
andino,macho,NA,23,19,marrón,NA,58
andino,macho,847.32,NA,18,rojizo,gordo,13
americano,macho,NA,29,21,negro,NA,30
peruano,hembra,935.83,23,NA,blanco,NA,50
peruano,hembra,844,26,17,marrón,gordo,22
andino,macho,1048.32,28,NA,tricolor,NA,60
peruano,macho,782.97,NA,20,blanco,sano,46
andino,macho,746.09,20,NA,blanco,NA,28
peruano,macho,875.64,24,18,blanco,gordo,31
abisinio,macho,649.58,26,15,marrón oscuro,gordo,62
peruano,hembra,775.49,23,17,pintado,gordo,30
peruano,macho,903.63,27,20,blanco,sano,14
peruano,hembra,632.52,29,18,pintado,sano,65
peruano,macho,832.01,30,NA,pintado,NA,43
abisinio,macho,667.77,23,17,negro,sano,33
andino,macho,806.36,28,20,marrón,sano,20
abisinio,macho,361.7,22,16,marrón oscuro,flaco,43
peruano,macho,922.96,27,19,pintado,gordo,63
peruano,hembra,778.02,28,NA,pintado,NA,17
peruano,hembra,692.1,NA,NA,pintado,NA,40
peruano,hembra,842.4,26,20,blanco,sano,54
abisinio,macho,735.82,21,NA,gris,NA,50
andino,macho,1013.09,29,NA,negro,NA,14
peruano,hembra,595.79,26,NA,blanco,NA,27
híbrido,hembra,1301.56,24,25,blanco,sano,19
peruano,macho,852.36,NA,NA,blanco,NA,29
abisinio,macho,652.98,25,18,negro,sano,44
peruano,hembra,NA,23,NA,marrón,NA,32
abisinio,macho,724.67,22,NA,marrón oscuro,NA,44
peruano,macho,887,31,NA,blanco,NA,22
peruano,macho,740.48,NA,20,negro,sano,50
peruano,macho,633.43,28,19,pintado,sano,61
peruano,hembra,600.29,24,17,marrón,sano,39
híbrido,macho,1108.8,30,18,pintado,gordo,18
peruano,macho,839.39,29,NA,blanco,NA,45
peruano,hembra,643.97,27,18,blanco,sano,25
andino,hembra,672.68,27,17,marrón,sano,19
andino,hembra,587.89,25,15,negro,gordo,12
peruano,hembra,602.99,27,18,blanco,sano,23
peruano,macho,847.2,28,NA,blanco,NA,17
peruano,hembra,715.03,20,17,marrón,sano,61
peruano,macho,785.31,NA,18,marrón,sano,33
peruano,hembra,718.11,25,20,blanco,sano,61
peruano,macho,737.56,29,20,blanco,sano,48
peruano,macho,NA,28,NA,blanco,NA,66
americano,hembra,NA,NA,20,gris,NA,46
peruano,hembra,NA,24,NA,pintado,NA,63
andino,macho,NA,27,17,negro,NA,17
peruano,macho,782.58,26,20,blanco,sano,41
andino,hembra,679.44,24,NA,marrón,NA,49
peruano,macho,1055.37,24,NA,marrón,NA,32
andino,hembra,NA,21,NA,rojizo,NA,24
andino,macho,718.37,24,NA,blanco,NA,64
peruano,macho,674.7,31,19,marrón,sano,55
andino,hembra,830.92,28,NA,blanco,NA,30
andino,hembra,537.66,NA,16,negro,sano,12
peruano,macho,NA,33,19,pintado,NA,22
andino,macho,1009.16,30,NA,negro,NA,14
andino,macho,721.01,NA,20,marrón,sano,31
peruano,macho,957.53,26,19,blanco,gordo,55
peruano,macho,979.84,28,NA,pintado,NA,25
peruano,hembra,860.42,27,NA,marrón,NA,34
andino,macho,839.38,NA,18,marrón,gordo,37
híbrido,macho,1787.03,34,21,tricolor,obeso,60
híbrido,hembra,427.66,22,17,tricolor,sano,26
peruano,macho,NA,29,19,negro,NA,12
