Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
Cuy peruano,h,667.18,26,NA,Blanco,NA,63
peruano,macho,974.45,NA,NA,negro,NA,61
Cuy Andino,Macho,761.53,25,16,negro,gordo,44
peruano,H,729.79,28,20,Blanco,sano,38
Cuy Andino,macho,906.51,26,NA,marrón,NA,23
peruano,h,678.23,24,NA,Negro,NA,53
Peruano,macho,846.47,31,NA,Negro,NA,16
andino,macho,813.05,26,NA,Marrón,NA,42
Cuy Peruano,m,686.12,NA,21,Marrón,Flaco,38
Cuy abisinio,m,626.47,25,15,Marrón Oscuro,gordo,13
peruano,h,759.24,27,18,marrón,Sano,47
Cuy Andino,M,794.13,27,18,tricolor,Sano,62
Cuy Americano,macho,874.33,34,19,Negro,sano,63
Andino,Macho,NA,22,NA,Negro,NA,51
Cuy peruano,m,NA,NA,22,Marrón,NA,25
Cuy andino,macho,922.97,28,19,Negro,Sanoo,25
Cuy andino,m,72834,29,NA,blanco,NA,39
adinon,macho,743.81,23,19,blanco,Sano,64
Cuy Andino,H,592.59,24,15,Blanco,gordo,31
híbrido,h,NA,22,22,Blanco,NA,27
Cuy Peruano,H,960.44,27,17,Negro,Gordo,41
Cuy Andino,Macho,NA,25,NA,Blanco,NA,58
Cuy peruano,Hembra,571,24,NA,Blanco,NA,16
Cuy peruano,macho,NA,27,20,Pintado,NA,40
peruano,Hembra,647.9,25,NA,Blanco,NA,57
Híbrido,M,1047.02,34,21,marrón,Sano,25
Cuy peruano,Macho,780.4,23,NA,Pintado,NA,43
peruano,h,652.38,NA,NA,blanco,NA,20
Peruano,hembra,792.4,27,19,Marrón,sano,59
andino,Hembra,NA,21,16,blanco,NA,17
Cuy andino,hembra,696.23,21,16,Marrón,Gordo,48
Cuy Andino,Macho,648.48,28,19,Negro,Sano,19
Cuy Andino,H,668.67,21,16,Rojizo,Gordo,36
Cuy andino,hembra,485.68,29,NA,Tricolor,NA,51
Cuy peruano,Macho,1061.55,26,18,blanco,gordo,38
Cuy peruano,h,769.82,24,20,blanco,Sano,24
peruano,Macho,875.67,28,19,Negro,sano,37
Peruano,Macho,700.39,NA,21,Marrón,Sano,21
híbrido,m,1063.9,35,21,blanco,sano,21
Peruano,M,665.54,NA,19,Blanco,Sano,25
peruano,h,778.21,26,17,marrón,Gordo,27
peruano,macho,NA,26,20,blanco,NA,29
Cuy andino,M,818.04,25,18,Blanco,Sano,51
Cuy andino,M,833.2,NA,NA,Rojizo,NA,19
Peruano,h,790.68,26,19,Blanco,Sano,53
andino,Macho,705.81,27,18,negro,Sano,39
Cuy Peruano,h,NA,29,16,negro,NA,27
Cuy andino,h,765.63,23,NA,Marrón,NA,32
Peruano,Macho,951.11,24,NA,Blanco,NA,28
Cuy Peruano,m,718.2,27,NA,Marrón,NA,28
peruano,H,793.01,29,NA,blanco,NA,24
adinon,Macho,808.51,25,NA,Roojizoo,NA,26
Peruano,M,NA,31,21,Marrón,NA,56
peruano,m,916.83,28,NA,negro,NA,16
andino,hembra,796.29,NA,16,Marrón,Gordo,34
Americano,Macho,838.61,23,NA,blanco,NA,52
Cuy Peruano,Hembra,542.03,27,17,Negro,Sano,13
Cuy andino,macho,926.97,25,18,Marrón,Gordo,45
Americano,H,841.77,28,NA,marrón,NA,54
peruano,m,739.58,26,NA,Pintado,NA,23
andino,hembra,571.18,22,16,Blanco,sano,48
Cuy Peruano,macho,822.97,NA,21,marrón,sano,33
Peruano,h,NA,25,18,blanco,NA,42
peruano,M,NA,NA,20,blanco,NA,57
Cuy Peruano,Macho,977.39,29,20,Blanco,Gordo,38
Hibrido,Macho,967.48,19,27,Pintado,Flaco,50
peruano,M,NA,23,19,negro,NA,42
peruano,M,985.62,NA,19,negro,Gordo,30
Cuy peruano,h,843.63,24,19,Blanco,sano,40
peruano,Hembra,687.83,25,18,Marrón,Sano,36
Cuy Peruano,Macho,810.03,NA,22,negro,Sano,23
peruano,hembra,883.09,NA,NA,Negro,NA,55
Peruanoo,m,748.17,25,19,negro,Sano,49
Cuy híbrido,h,972.01,31,20,blanco,Sano,29
Cuy Peruano,Macho,805.92,29,NA,negro,NA,56
Cuy andino,Macho,NA,29,19,Blanco,NA,60
Cuy peruano,Macho,NA,29,20,Blanco,NA,22
Peruano,h,NA,24,18,Marrón,NA,15
Peruanoo,Macho,829.62,25,20,blanco,Sano,25
Cuy andino,Macho,680.08,NA,17,Negro,Sano,19
Peruano,M,683.78,31,19,pintado,Sano,60
hibrido,Hembra,1198.12,34,16,tricolor,Obeso,19
Andino,macho,732.07,22,NA,marrón,NA,52
NA,hembra,606,21,NA,Tricolor,NA,25
Cuy Peruano,M,744.19,24,19,Blanco,sano,30
Cuy Peruano,hembra,NA,30,20,Blanco,NA,15
andino,Hembra,808.22,NA,18,Marrón,Gordo,41
Cuy peruano,H,912.4,29,19,Blanco,Sano,10
andino,Hembra,438.94,25,NA,rojizo,NA,59
Abisinio,Macho,806.48,22,16,Marrón Oscuro,gordo,33
andino,macho,824.08,19,NA,tricolor,NA,53
Andino,macho,861.25,25,15,Negro,obeso,32
Cuy peruano,Macho,933.57,27,19,Blanco,Gordo,50
andino,h,748.01,24,18,blanco,Sano,55
Cuy andino,hembra,746.21,25,17,tricolor,Gordo,32
Cuy Abisinio,Macho,790.12,21,NA,Marrón Oscuro,NA,41
peruano,macho,783.76,27,23,Blanco,flaco,47
Cuy peruano,hembra,706.88,23,NA,Blanco,NA,65
Andino,H,576.78,NA,16,Blanco,Sano,55
Abisinio,Hembra,496.02,21,16,gris,sano,11
aNDino,Macho,811.01,22,17,Rojizo,gordo,28
Andino,H,659.49,22,17,Blanco,sano,54
peruano,M,768.1,26,NA,Negro,NA,14
Peruano,Macho,804.03,NA,20,Blanco,Sano,46
Cuy peruano,h,NA,26,19,Pintado,NA,66
Cuy Peruano,Macho,802.11,25,NA,Negro,NA,15
peruano,hembra,NA,21,18,Blanco,NA,54
Cuy peruano,Macho,667.68,24,20,Blanco,Sano,32
Cuy andino,hembra,683.11,NA,16,Negro,Gordo,63
Cuy Peruano,macho,630.02,28,NA,Blanco,NA,20
peruano,H,593.13,26,NA,marrón,NA,39
andino,M,636.23,22,NA,marrón,NA,42
andino,m,942.6,29,20,blanco,Sano,15
Peruano,Macho,810.75,NA,19,Negro,Sano,19
Cuy peruano,macho,663.32,28,NA,Pintado,NA,27
Cuy andino,Macho,712.31,29,NA,Tricolor,NA,19
Cuy Andino,macho,908.37,23,NA,Negro,NA,32
peruano,Macho,NA,29,NA,Negro,NA,39
Cuy abisinio,Macho,752.82,23,18,negro,sano,53
Peruano,H,783.09,25,17,blanco,gordo,35
andino,Macho,802.68,26,NA,tricolor,NA,40
Andino,macho,865.33,NA,17,Marrón,Gordo,34
Cuy,Macho,931.31,24,NA,blanco,NA,44
Cuy peruano,macho,681.73,28,20,marrón,sano,13
Cuy peruano,Hembra,724.15,18,18,pintado,sano,13
Cuy Andino,Hembra,719.1,NA,NA,Tricolor,NA,55
Peruano,macho,NA,NA,21,negro,NA,23
Andino,macho,914.35,25,18,Blanco,Gordo,62
Cuy peruano,hembra,689.94,30,NA,Pintado,NA,40
Cuy Andino,M,679.34,25,18,blanco,sano,40
Cuy Andino,Macho,861.1,30,18,negro,gordo,37
Cuy Americano,h,768.89,25,20,Marrón,Sanoo,42
andino,Macho,771.72,24,20,Tricolor,sano,38
Cuy peruano,h,817.45,29,18,blanco,sano,36
andino,hembra,784.02,24,17,Blanco,Gordo,22
Cuy híbrido,M,963.58,22,NA,blanco,NA,20
adinon,H,762.52,22,18,blanco,sano,43
Cuy andino,Macho,1059.41,26,NA,Negro,NA,38
cuy,m,NA,26,18,Blanco,NA,49
Abisinio,m,515.73,26,NA,Marrón Oscuro,NA,34
hibrido,Hembra,1194.97,28,19,Tricolor,gordo,62
peruano,macho,NA,30,18,Pintado,NA,19
Peruano,H,615.96,27,18,Marrón,sano,52
Peruano,Macho,972.53,27,19,Pintado,Gordo,18
Cuy peruano,Hembra,654.64,24,18,Pintado,Sano,39
Cuy Americano,Macho,1190.24,26,25,Marrón,Sano,25
Cuy Peruano,H,751.14,NA,NA,negro,NA,19
andino,macho,695.79,23,18,Blanco,sano,17
Cuy Peruano,Macho,973.78,29,NA,Pintado,NA,41
Peruano,H,832.64,31,NA,Blanco,NA,42
peruano,Hembra,NA,24,19,Blanco,NA,14
Abisinio,hembra,513.52,21,16,Marrón Oscuro,Sano,26
Peruano,Hembra,760.59,27,18,Marrón,sano,27
Cuy andino,M,NA,27,17,blanco,NA,57
Cuy Abismo,macho,591.56,22,16,Gris,Sano,24
Cuy peruano,h,572.59,23,17,blanco,Sano,23
Americano,h,918.53,28,21,blanco,sano,19
Cuy Peruano,Hembra,666.08,24,NA,Blanco,NA,29
Cuy abisinio,Macho,698,24,NA,Negro,NA,17
Cuy Peruano,hembra,827.85,31,18,negro,gordo,15
Peruano,Hembra,779.81,25,17,Negro,Gordo,34
Abisinio,hembra,NA,21,NA,Negro,NA,37
Cuy Abisinio,macho,465.62,23,15,marrón oscuro,sano,64
Cuy andino,m,697.19,29,17,tricolor,Sano,24
Cuy Andino,Hembra,624.31,NA,15,Tricolor,Gordo,60
Cuy Peruano,Macho,749.79,30,18,Negro,sano,21
Cuy Abismo,Macho,522.35,27,NA,pintado,NA,56
Hibrido,Macho,NA,NA,16,Pintado,NA,10
Peruano,Macho,838.83,32,19,pintado,Sano,12
Peruano,Hembra,687.39,33,17,blanco,sano,34
Cuy Peruano,macho,785.91,31,20,marrón,Sanoo,59
Cuy Peruano,hembra,474.24,24,16,blanco,sano,51
andino,Hembra,717.84,22,19,Blanco,Sano,55
Peruano,macho,839.08,NA,20,Blanco,Sano,40
Cuy,Macho,775.17,NA,NA,tricolor,NA,11
Cuy Abisinio,M,657.33,22,19,Negro,sano,57
Peruano,M,NA,25,22,blanco,NA,39
Andino,H,618.65,24,18,blanco,Sano,48
Cuy Peruano,m,919.09,28,23,Blanco,sano,45
Cuy Peruano,h,750.83,24,17,blanco,sano,43
Peruano,H,893.65,26,19,Blanco,Gordo,28
Cuy Peruano,m,821,NA,21,Pintado,Sano,28
Andino,macho,962.67,NA,18,Marrón,gordo,22
Cuy peruano,Macho,906.13,NA,NA,Negro,NA,45
Hibrido,macho,799.42,19,NA,pintado,NA,46
Andino,H,688.74,23,17,negro,Sano,41
Peruano,h,757.67,NA,17,Blanco,gordo,43
Cuy Andino,macho,702.93,25,19,Negro,sano,41
Cuy Peruano,h,717.24,NA,17,Marrón,Sano,38
andino,h,740.74,24,NA,Negro,NA,58
Cuy peruano,M,738.51,31,NA,Marrón,NA,35
andino,macho,NA,24,NA,Blanco,NA,44
Cuy peruano,macho,822.42,27,NA,Blanco,NA,48
Hibrido,Macho,989.24,24,NA,Pintado,NA,44
Cuy Andino,m,760.94,24,16,Blanco,Gordo,27
Cuy peruano,H,871.45,27,18,Blanco,goordo,10
peruano,Hembra,630.1,28,18,Negro,sano,62
peruano,Hembra,NA,26,NA,Marrón,NA,62
Peruano,h,884.91,28,18,Blanco,Gordo,21
Cuy Andino,M,802.12,21,NA,Rojizo,NA,28
Cuy andino,Macho,767.64,NA,NA,Tricolor,NA,55
Cuy Peruano,h,NA,NA,18,Blanco,NA,39
Peruano,hembra,840.1,23,17,Negro,gordo,20
adinon,m,696.78,20,18,blanco,sano,64
adinon,H,659.07,22,NA,Negro,NA,24
Cuy Peruano,M,735.11,24,20,Marrón,Sano,45
Cuy Andino,Macho,NA,27,19,marrón,NA,16
Cuy Andino,m,700.24,NA,18,Blanco,sano,47
andino,H,752.38,22,NA,Marrón,NA,44
Cuy andino,Macho,NA,23,NA,Blanco,NA,25
Cuy peruano,m,NA,24,NA,negro,NA,51
Cuy Peruano,m,NA,29,22,Blanco,NA,59
Cuy americano,macho,NA,25,NA,Negro,NA,57
Peruano,m,744.4,25,20,Blanco,Sanoo,64
Cuy peruano,m,NA,24,21,negro,NA,63
Peruano,Hembra,545.35,26,16,Marrón,sano,32
Cuy abisinio,macho,NA,25,16,Marrón Oscuro,NA,30
peruano,Hembra,689.09,27,19,Blanco,Sano,58
Cuy andino,m,945.64,NA,17,Negro,Gordo,27
Cuy Peruano,m,702.85,25,NA,marrón,NA,42
Cuy andino,M,780.46,26,NA,Blanco,NA,11
Peruano,M,NA,NA,22,negro,NA,39
Cuy peruano,h,785.96,27,18,marrón,Sano,48
adinon,H,680.49,22,18,Negro,Sano,27
Cuy Andino,Hembra,746.78,22,17,rojizo,Sano,22
Cuy,Macho,702.43,26,21,tricolor,sano,15
Cuy Andino,macho,772.27,NA,NA,Blanco,NA,63
Cuy Peruano,M,717.46,24,19,marrón,Sano,64
hibrido,H,1555.17,22,21,tricolor,Gordo,24
Cuy Peruano,h,565.72,NA,18,Negro,sano,23
andino,macho,885.87,22,NA,negro,NA,48
Peruano,M,734.99,27,20,pintado,Sano,53
Cuy Peruano,Hembra,675.04,NA,17,Pintadoo,Sano,55
Híbrido,macho,1665.2,NA,24,pintado,Gordo,57
Cuy Andino,m,NA,26,18,Rojizo,NA,56
Peruano,M,805.07,30,19,negro,sano,50
Cuy peruano,h,NA,NA,NA,Blanco,NA,47
andino,m,747.15,27,19,Blanco,sano,59
peruano,macho,907.44,NA,19,blanco,Sano,10
peruano,H,607.57,27,18,Blanco,sano,33
peruano,M,835.8,28,NA,marrón,NA,33
Cuy Andino,M,900.24,30,19,Marrón,Gordo,45
adinon,h,723.07,20,17,Blanco,Sano,32
peruano,m,889.66,23,19,blanco,Sano,39
peruano,hembra,843.07,29,18,Blanco,gordo,46
Peruano,h,793.98,20,NA,Pintado,NA,51
Cuy Andino,Macho,969.8,22,18,tricolor,Gordo,41
Cuy Abisinio,Macho,753.29,21,17,marrón oscuro,Gordo,54
Cuy Peruano,h,726.63,26,18,Blanco,sano,63
Cuy peruano,H,NA,24,18,Pintado,NA,12
Andino,Macho,904.32,26,NA,tricolor,NA,43
Peruano,hembra,652.32,25,18,Marrón,sano,29
Cuy Peruano,m,921.08,26,18,Pintado,Gordo,30
Cuy,h,467.55,26,14,tricolor,sano,64
Peruano,Macho,1044.58,NA,21,Marrón,Sano,59
Cuy Híbrido,hembra,859.09,24,21,tricolor,sano,53
Andino,M,NA,NA,20,negro,NA,56
peruano,Macho,915.03,32,NA,Blanco,NA,54
Andino,Macho,710.38,22,NA,negro,NA,56
andino,hembra,NA,21,16,Blanco,NA,23
andino,m,713.6,27,NA,Marrón,NA,30
híbrido,Macho,958.94,34,17,blanco,Gordo,41
Peruano,macho,843.85,27,21,Marrón,Sano,58
Cuy Andino,Macho,895.08,27,20,Tricolor,Sano,12
Cuy peruano,Macho,881.35,26,NA,blanco,NA,16
Cuy Peruano,m,957.49,25,21,Negro,Sano,14
Cuy peruano,h,NA,26,19,Blanco,NA,36
peruano,h,685.52,28,16,Negro,Gordo,30
híbrido,Hembra,1327.64,18,23,Tricolor,Gordo,17
Cuy andino,Hembra,715.31,23,15,Rojizo,gordo,52
Cuy peruano,H,NA,25,NA,Marrón,NA,43
peruano,hembra,NA,30,18,Pintado,NA,63
andino,Macho,886.02,27,17,Blanco,gordo,32
Andino,macho,709.14,27,18,Marrón,Sano,57
peruano,Macho,744.77,27,20,Blanco,sano,10
Cuy Peruano,M,932.91,28,NA,blanco,NA,13
peruano,H,868.28,25,17,pintado,Gordo,20
Cuy Americano,Macho,955.54,31,19,negro,Gordo,11
peruano,Macho,1037.06,25,18,blanco,Gordo,24
Híbrido,macho,1463.17,NA,17,Marrón,Obeso,53
andino,h,793.08,NA,16,tricolor,Gordo,47
Cuy peruano,h,855.09,NA,19,Blanco,sano,45
Peruano,macho,1085.74,27,20,Blanco,Gordo,46
Cuy peruano,m,966.46,23,NA,Negro,NA,24
Cuy Andino,m,696.29,29,18,Blanco,Sano,19
Híbrido,m,647.32,NA,NA,blanco,NA,57
Cuy peruano,macho,738.85,26,19,Negro,sano,40
Cuy peruano,h,673.64,21,18,blanco,Sano,24
Cuy abisinio,hembra,436.53,NA,15,negro,Sano,20
Peruano,M,NA,27,19,Blancoo,NA,36
Cuy Peruano,H,653.2,27,18,Blanco,sano,44
Cuy peruano,Hembra,729.6,24,19,Blanco,Sano,30
Cuy Peruano,Macho,924.2,28,21,negro,Sano,12
Peruano,macho,810.99,27,22,pintado,Sano,25
andino,M,NA,NA,18,negro,NA,15
peruano,Macho,738.93,31,19,blanco,Sano,21
Cuy andino,h,798.11,22,NA,Marrón,NA,24
Peruano,h,802.62,30,17,marrón,Gordo,21
Peruano,Macho,869.61,29,21,pintado,sano,60
Cuy abisinio,macho,497.56,NA,16,Gris,sano,64
Peruano,Macho,801.99,29,NA,Marrón,NA,31
Cuy Peruano,Macho,896.47,25,21,negro,Sano,34
peruano,M,886.4,29,20,blanco,Sano,43
peruano,m,753.71,26,21,Pintado,Sano,56
andino,M,NA,NA,NA,Marrón,NA,35
peruano,M,880.72,NA,22,pintado,Sano,60
Peruano,Hembra,472.48,27,NA,blanco,NA,53
adinon,h,688.71,20,18,marrón,Sano,29
Peruano,Hembra,756.97,27,17,Blanco,sano,32
adinon,Macho,792.94,25,17,Rojizo,Gordo,13
Cuy Peruano,macho,725.21,28,NA,blanco,NA,54
Hibrido,H,702.51,28,17,marrón,sano,47
peruano,m,NA,29,NA,Negro,NA,45
Cuy andino,Hembra,685.91,19,16,marrón,gordo,61
peruano,Hembra,599.36,24,16,Blanco,Sano,30
Abisinio,M,544.95,NA,16,negro,Sano,20
Cuy Peruano,Hembra,839.06,23,18,Negro,Sano,50
Cuy Peruano,H,721.93,25,18,Negro,Sano,49
Cuy Híbrido,hembra,847.17,NA,NA,Marrón,NA,40
Cuy andino,M,726.99,29,18,marrón,sano,38
Cuy Andino,M,NA,NA,18,Blanco,NA,43
peruano,H,714.88,22,NA,Blanco,NA,40
Cuy Peruano,h,687.07,NA,17,Blancoo,Sano,46
Cuy Americano,H,895.16,NA,20,Blanco,Sano,40
andino,hembra,732.31,24,NA,Negro,NA,56
andino,macho,813.73,27,19,Blanco,sano,44
adinon,macho,728.15,28,20,Rojizo,Sano,22
Cuy Peruano,M,958.69,27,20,Blanco,sano,25
Cuy abisinio,macho,639.6,27,16,negro,Gordo,22
Andino,macho,800.43,NA,17,Negro,Gordo,45
Cuy peruano,h,659.3,23,NA,pintado,NA,48
andino,M,855.59,28,NA,Marrón,NA,40
Cuy Peruano,H,689.35,20,16,Negroo,Gordo,55
andino,m,761.07,25,NA,negro,NA,26
peruano,Macho,702.94,24,19,blanco,Sano,25
Cuy andino,Macho,765.34,NA,18,Negro,sano,65
Cuy andino,m,801.14,NA,NA,marrón,NA,11
andino,Macho,687.9,27,17,Blanco,Sano,23
Peruano,Macho,706.21,29,20,Blanco,Sano,27
Peruano,H,624.16,NA,21,Blanco,flaco,26
peruano,m,811.67,26,NA,Marrón,NA,63
Cuy Peruano,Hembra,717.85,26,18,pintado,sano,58
Cuy peruano,H,837.82,33,20,blanco,Sano,62
Cuy Americano,hembra,738.92,22,21,Negro,Sano,28
Cuy Andino,m,845.06,NA,15,blanco,obeso,59
híbrido,H,448.37,21,19,Tricolor,Flaco,44
Americano,h,1059.96,28,NA,Negro,NA,25
peruano,hembra,892.52,28,NA,negro,NA,46
peruano,macho,NA,23,20,Blanco,NA,63
Peruano,Macho,912.49,NA,22,marrón,Sano,51
Peruano,hembra,716.62,27,18,Blanco,sano,65
Peruano,Hembra,689.6,21,19,Negro,Sano,20
Cuy peruano,macho,NA,30,NA,Blanco,NA,64
peruano,Macho,994.64,NA,21,Blanco,sano,42
Cuy Americano,h,NA,25,19,negro,NA,58
Peruano,M,668.34,28,19,blanco,Sano,60
Cuy peruano,Hembra,723.47,27,16,Negro,gordo,36
Andino,macho,731.8,23,NA,Marrón,NA,12
Andino,macho,743.37,25,NA,Blanco,NA,54
Cuy peruano,h,NA,NA,17,Pintado,NA,53
Andino,M,802.93,NA,19,blanco,Sano,14
andino,M,835.99,30,18,Negro,Sano,20
Cuy Peruano,M,836.89,29,NA,Pintadoo,NA,27
Cuy peruano,macho,770.24,23,22,blanco,Sano,25
Americano,H,874.07,28,NA,blanco,NA,25
Cuy Andino,macho,747.28,23,17,Rojizo,Gordo,58
Cuy Abisinio,Macho,575.03,24,17,Negro,Sano,51
peruano,hembra,590.11,26,16,Marrón,Sano,17
andino,hembra,706.28,21,17,Blanco,Gordo,22
adinon,Macho,977.71,NA,NA,blanco,NA,51
adinon,hembra,810.24,24,NA,Blanco,NA,21
Peruano,macho,1099.75,23,19,Blanco,Gordo,22
Cuy peruano,Hembra,879.04,22,18,Negro,gordo,24
Peruano,h,668.9,26,17,Blanco,Sano,35
Cuy peruano,Macho,809.56,NA,21,Pintado,Sano,21
Cuy andino,macho,959.26,24,NA,Rojizo,NA,33
peruano,hembra,764.66,23,18,Marrón,Sano,10
hibrido,H,NA,28,NA,blanco,NA,55
Cuy Andino,M,849.04,28,18,Negro,gordo,21
Cuy peruano,Macho,NA,21,NA,Blanco,NA,28
Cuy peruano,H,657.88,24,NA,Negro,NA,17
Cuy Peruano,h,NA,NA,NA,Pintado,NA,35
andino,hembra,717.27,25,NA,Negro,NA,34
Americano,H,NA,29,NA,negro,NA,49
Peruano,macho,728.39,29,20,Marrón,Sano,20
NA,m,631.5,NA,NA,tricolor,NA,40
Cuy andino,macho,NA,NA,18,blanco,NA,50
Cuy andino,Macho,487.77,NA,NA,Blanco,NA,62
Cuy Peruano,macho,724.89,28,19,blanco,Sano,12
Cuy peruano,macho,821.21,NA,20,Marrón,Sano,47
Cuy Andino,m,904.75,24,NA,negro,NA,44
Peruano,h,629.83,NA,19,blanco,sano,60
andino,Hembra,711.08,21,17,Tricolor,Sano,14
Peruano,m,650.61,NA,NA,Pintado,NA,23
Cuy peruano,h,548.66,23,NA,marrón,NA,59
andino,M,935.09,NA,NA,marrón,NA,21
híbrido,h,1133.74,NA,23,Tricolor,Sano,40
Cuy andino,macho,797.66,NA,20,negro,Sano,24
Cuy Peruano,Hembra,486.71,28,16,blanco,sano,10
Cuy peruano,h,659.79,NA,NA,blanco,NA,40
aNDino,m,668.05,NA,19,Blanco,Sano,19
Cuy Peruano,macho,NA,32,19,Negro,NA,17
peruano,Macho,805.11,NA,21.63,Negro,sano,55
peruano,hembra,496.61,23,NA,Negro,NA,35
Peruano,Hembra,NA,24,18,pintado,NA,21
andino,H,872.87,25,16,marrón,gordo,32
Cuy Peruano,macho,746.34,24,20,Blanco,Sano,NA
andino,Hembra,810.11,22,NA,rojizo,NA,28
Peruano,Macho,824.4,27,NA,Blanco,NA,53
Cuy andino,h,615.84,22,NA,Negro,NA,58
Cuy peruano,hembra,802.61,24,19,negro,Sano,16
peruano,Macho,731.05,28,19,Negro,sano,53
Andino,Macho,736.66,NA,18,Negro,Sano,31
Cuy peruano,Hembra,NA,30,18,Blanco,NA,25
Cuy Peruano,H,528.14,25,NA,blanco,NA,37
peruano,Macho,1080.54,33,NA,Negro,NA,29
híbrido,hembra,828.96,NA,NA,Tricolor,NA,13
Peruano,Macho,704.02,NA,NA,Blanco,NA,36
Peruano,Hembra,840.21,25,19,Pintado,Sano,22
peruano,Hembra,780.52,26,17,negro,Gordo,26
Cuy andino,Hembra,749.63,21,16,Blanco,Gordo,33
peruano,H,694.38,28,18,Negro,Sano,NA
Cuy Peruano,Macho,728.66,25,19,Pintado,sano,35
Cuy Peruano,Macho,1036.02,25,21,negro,sano,59
Cuy peruano,h,546.49,24,NA,marrón,NA,16
Americano,Hembra,604.94,NA,19,marrón,sano,27
Cuy Peruano,h,821.02,27,17,negro,Gordo,16
Cuy híbrido,Hembra,1756.59,31,NA,tricolor,NA,48
Cuy Peruano,macho,758.09,25,22,Marrón,Sano,46
Cuy Andino,macho,1002.94,27,17,marrón,gordo,57
Peruano,M,745.42,24,NA,Marrón,NA,65
Cuy,Macho,963.72,NA,26,pintado,flaco,47
Cuy Peruano,macho,NA,29,21,marrón,NA,52
Hibrido,hembra,530.23,NA,20,blanco,flaco,28
Peruano,Macho,743.85,29,NA,Blanco,NA,53
Peruano,macho,824.3,28,20,Blanco,Sano,19
Andino,macho,583.49,25,18,Negro,Sano,50
Cuy peruano,Hembra,721.96,29,18,blanco,sano,45
Cuy Peruano,m,880.87,NA,19,negro,sano,56
peruano,m,787.08,30,19,Blanco,Sano,48
hibrido,Hembra,NA,NA,20,Tricolor,NA,50
Peruano,m,779.63,29,20,Pintado,Sano,62
peruano,macho,840.62,27,20,blanco,Sano,32
Cuy andino,m,NA,28,17,Marrón,NA,29
Cuy andino,h,686.68,25,16,Negro,Gordo,34
Cuy peruano,Macho,762.02,30,20,marrón,Sano,55
adinon,Macho,843.03,26,NA,Rojizo,NA,23
Andino,macho,NA,26,19,Tricolor,NA,14
Peruano,hembra,844.6,24,19,Marrón,sano,52
Cuy peruano,Macho,692.51,22,21,Blanco,Sano,37
Cuy americano,H,NA,30,NA,marrón,NA,62
Cuy peruano,hembra,NA,25,19,Blanco,NA,29
Peruano,m,883.59,26,20,Negro,Sano,47
Cuy peruano,H,821.94,NA,19,negro,Sano,46
Cuy peruano,Macho,827.35,NA,NA,Negro,NA,15
Cuy Peruano,Macho,NA,NA,NA,marrón,NA,53
andino,macho,705.3,26,17,Blanco,sano,19
Cuy andino,H,589.2,NA,17,Blanco,sano,19
Cuy Peruano,Macho,832.18,NA,22,Negro,Sano,60
Cuy peruano,M,929.51,29,21,negro,Sano,25
Cuy Híbrido,macho,535.98,31,NA,Pintado,NA,17
peruano,H,658.06,NA,18,blanco,sano,43
peruano,Macho,797.04,30,20,blanco,Sano,34
peruano,Macho,886.36,22,20,marrón,sano,13
Híbrido,hembra,NA,29,18,Tricolor,NA,59
andino,M,728.47,24,NA,rojizo,NA,11
Andino,macho,767.85,NA,NA,blanco,NA,26
Andino,macho,953.91,25,18,rojizo,gordo,49
peruano,macho,NA,28,NA,Marrón,NA,30
peruano,macho,686.75,25,20,Blanco,Sano,58
Cuy peruano,M,789.62,26,NA,blanco,NA,53
Peruano,Macho,747.47,31,20,Blanco,Sano,36
Cuy americano,Macho,963.11,NA,22,Negro,Sano,45
Cuy peruano,macho,872.49,26,19,Negro,Sano,57
Cuy Peruano,Macho,673.15,NA,21,Blanco,Flaco,44
Peruano,macho,792.99,26,NA,blanco,NA,11
Cuy peruano,Hembra,NA,NA,19,Marrón,NA,30
Peruano,m,NA,NA,19,Blanco,NA,29
NA,M,1047.04,21,22,tricolor,sano,32
Cuy americano,M,913.8,NA,20,Marrón,sano,55
Peruano,H,817.66,26,NA,marrón,NA,37
Cuy peruano,Macho,1015.35,23,NA,Blanco,NA,24
peruano,Hembra,653.16,28,17,negro,Sano,36
Abisinio,M,NA,23,NA,Pintado,NA,38
Cuy Andino,M,938.91,21,19,Rojizo,Gordo,62
Peruano,hembra,683.91,NA,NA,Blanco,NA,49
Cuy Americano,H,918.08,25,18,blanco,Gordo,45
Abisinio,m,561.34,20,19,Negro,Sano,56
peruano,Macho,NA,25,NA,Pintado,NA,55
Andino,macho,913.22,28,17,marrón,Gordo,14
Peruano,Hembra,667.3,24,17,blanco,Sano,33
Peruano,macho,724.39,28,19,Blanco,sanoo,45
Cuy Andino,macho,874.99,23,18,Marrón,gordo,57
Cuy Andino,H,615.85,26,NA,blanco,NA,43
Cuy abisinio,m,607.08,30,17,Gris,Sano,64
Cuy Peruano,h,801.13,22,19,blanco,sano,34
Peruano,h,NA,22,18,Negro,NA,30
Híbrido,Hembra,NA,24,16,Pintado,NA,60
hibrido,Hembra,563.58,36,13,tricolor,gordo,38
Cuy Andino,M,723.82,NA,18,blanco,Sano,32
Cuy abisinio,Macho,498.62,26,16,Gris,Sano,41
Cuy Andino,m,NA,23,19,Marrón,NA,58
Andino,macho,847.32,NA,18,Rojizo,Gordo,13
